Fecha,Fecha de Compra,Descripción,Importe
15 Jun 2025,15 Jun 2025,ROTOPLAS SERVICIO       CDMX,369.00
15 Jun 2025,15 Jun 2025,UBER EATS               HTTPS://HELP.UB,829.00
14 Jun 2025,15 Jun 2025,REST SUCURSAL ALFIL     CUAUHTEMOC,40.00
14 Jun 2025,15 Jun 2025,REST SUCURSAL ALFIL     CUAUHTEMOC,1878.00
14 Jun 2025,14 Jun 2025,UBER EATS               HTTPS://HELP.UB,1399.87
13 Jun 2025,13 Jun 2025,APPLE.COM/BILL          CUPERTINO,199.00
13 Jun 2025,14 Jun 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,402.60
13 Jun 2025,14 Jun 2025,THE REST IS HISTORY     HAYWARDS HEATH,158.44
12 Jun 2025,13 Jun 2025,FS *PUT.IO              877-327-8914,193.97
12 Jun 2025,13 Jun 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,361.10
12 Jun 2025,12 Jun 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1148.00
12 Jun 2025,13 Jun 2025,UBER TRIP               HTTPS://HELP.UB,133.73
11 Jun 2025,11 Jun 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,1029.00
11 Jun 2025,12 Jun 2025,F AHORRO MXAS AGUASCA   CIUDAD DE MEXIC,1284.00
11 Jun 2025,11 Jun 2025,UBER TRIP               HTTPS://HELP.UB,39.94
11 Jun 2025,12 Jun 2025,UBER TRIP               HTTPS://HELP.UB,75.80
10 Jun 2025,10 Jun 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,1669.16
10 Jun 2025,11 Jun 2025,REST CHORIPA            CIUDAD DE MEX,500.61
09 Jun 2025,10 Jun 2025,ATARANTADOS             CIUDAD DE MEX,379.50
08 Jun 2025,09 Jun 2025,FELIXES FELICES AV MEXI MEXICO,1029.25
08 Jun 2025,08 Jun 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
08 Jun 2025,08 Jun 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,886.70
08 Jun 2025,09 Jun 2025,UBER EATS               HTTPS://HELP.UB,1133.99
07 Jun 2025,09 Jun 2025,ALFIL ARABE RESTAURANT  CIUDAD DE MEX,945.87
07 Jun 2025,07 Jun 2025,UBER TRIP               HTTPS://HELP.UB,116.50
07 Jun 2025,07 Jun 2025,WHITEPAPER.MX           SAN PEDRO GARZA,159.00
06 Jun 2025,07 Jun 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,369.60
06 Jun 2025,06 Jun 2025,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00
05 Jun 2025,05 Jun 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,340.70
05 Jun 2025,06 Jun 2025,REST EL CALIFA ALVARO   CIUDAD DE MEX,801.55
04 Jun 2025,04 Jun 2025,CGO AUT TELCEL REGION 8 MERIDA,1068.89
04 Jun 2025,05 Jun 2025,EL DIEZ ROMA            MEXICO,599.50
04 Jun 2025,05 Jun 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,3942.28
03 Jun 2025,03 Jun 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00
03 Jun 2025,04 Jun 2025,ATARANTADOS             CIUDAD DE MEX,379.50
03 Jun 2025,04 Jun 2025,BILLPOCKET*CAFE V 8DF0A CUAUHTEMOC,1600.00
03 Jun 2025,05 Jun 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
02 Jun 2025,02 Jun 2025,APPLE.COM/BILL          CUPERTINO,129.00
02 Jun 2025,03 Jun 2025,MERCADOPAGO*SUC90       Cuauht?moc,289.30
02 Jun 2025,03 Jun 2025,X CORP. PAID FEATURES   BASTROP,158.02
01 Jun 2025,02 Jun 2025,AWS EMEA                AWS.AMAZON.CO,111882.42
01 Jun 2025,02 Jun 2025,DEMERGE MEXICO          MEXICO,1100.00
01 Jun 2025,01 Jun 2025,GIGI                    MEXICO,839.50
01 Jun 2025,01 Jun 2025,GRACIAS POR SU PAGO EN LINEA,-50000.00
01 Jun 2025,01 Jun 2025,GRACIAS POR SU PAGO EN LINEA,-49900.00
01 Jun 2025,01 Jun 2025,GRACIAS POR SU PAGO EN LINEA,-49800.00
01 Jun 2025,01 Jun 2025,GRACIAS POR SU PAGO EN LINEA,-38573.52
01 Jun 2025,01 Jun 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,167.04
31 May 2025,01 Jun 2025,NETPAY*MARMOTA PLAZACiu Ciudad De Mexic,3639.75
31 May 2025,31 May 2025,UBER TRIP               HTTPS://HELP.UB,49.97
31 May 2025,01 Jun 2025,ZTL*QUERENCIA           MEXICO,700.00
31 May 2025,01 Jun 2025,ZTL*QUERENCIA           MEXICO,1300.00
30 May 2025,31 May 2025,FUGU                    CIUDAD DE MEX,4393.00
30 May 2025,30 May 2025,"GITHUB, INC.            SAN FRANCISCO",278.72
30 May 2025,31 May 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,374.00
30 May 2025,31 May 2025,REST CEDRON REST CEDRON MEXICO DF,726.00
29 May 2025,29 May 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,619.75
29 May 2025,29 May 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,671.52
29 May 2025,30 May 2025,EL ASADO ARGENTINO      CIUDAD DE MEX,1600.50
29 May 2025,29 May 2025,UBER TRIP               HTTPS://HELP.UB,97.16
28 May 2025,29 May 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,715.00
28 May 2025,29 May 2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,398.47
28 May 2025,29 May 2025,COMPA CHAVA ROMA        CIUDAD DE MEXIC,588.50
28 May 2025,29 May 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,-11.32
28 May 2025,28 May 2025,UBER TRIP               HTTPS://HELP.UB,99.44
28 May 2025,28 May 2025,UBER TRIP               HTTPS://HELP.UB,114.19
27 May 2025,27 May 2025,AUDIBLE*NN9BG2RL2       AMZN.COM/BILL,295.31
27 May 2025,29 May 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
27 May 2025,28 May 2025,MERCADOPAGO*SUC90       Cuauht?moc,440.00
26 May 2025,26 May 2025,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00
26 May 2025,27 May 2025,ATARANTADOS             CIUDAD DE MEX,350.90
25 May 2025,26 May 2025,FELIXES FELICES AV MEXI MEXICO,90.00
25 May 2025,26 May 2025,FELIXES FELICES AV MEXI MEXICO,316.25
25 May 2025,26 May 2025,OEL*MENDL~Y~PNINA       CUAUHTEMOC,737.00
25 May 2025,25 May 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,15.00
25 May 2025,25 May 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,638.70
25 May 2025,25 May 2025,UBER EATS               HTTPS://HELP.UB,1006.59
24 May 2025,26 May 2025,ESTETICA MOC            CIUDAD DE MEX,750.00
24 May 2025,25 May 2025,MERCADOPAGO*LIBRERIAGG  Alvaro Obreg?,500.00
24 May 2025,25 May 2025,MERCADOPAGO*LIBRERIAGG  Alvaro Obreg?,1720.00
24 May 2025,24 May 2025,UBER TRIP               HTTPS://HELP.UB,111.80
24 May 2025,24 May 2025,UBER TRIP               HTTPS://HELP.UB,115.89
24 May 2025,24 May 2025,UBER TRIP               HTTPS://HELP.UB,172.65
23 May 2025,23 May 2025,AEROMEXICO 8697744      NUEVO PORTAL,4486.04
23 May 2025,23 May 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,42.43
23 May 2025,23 May 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,450.58
23 May 2025,23 May 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,569.05
23 May 2025,23 May 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,1021.45
23 May 2025,23 May 2025,AMAZON MX MSI RETAIL*AM MEXICO CITY,966.51
23 May 2025,23 May 2025,APPLE.COM/BILL          CUPERTINO,17.00
23 May 2025,23 May 2025,APPLE.COM/BILL          CUPERTINO,129.00
23 May 2025,23 May 2025,APPLE.COM/BILL          CUPERTINO,347.00
23 May 2025,24 May 2025,BILLPOCKET*PIAZZA PASTI CUAUHTEMOC,3612.00
23 May 2025,24 May 2025,DELIRIO                 MEXICO,535.20
23 May 2025,25 May 2025,GOOGLE *NEST            G.CO/HELPPAY#,150.00
23 May 2025,24 May 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00
23 May 2025,24 May 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00
23 May 2025,24 May 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,407.00
22 May 2025,23 May 2025,PIZZA FELIX             MEXICO,385.00
22 May 2025,23 May 2025,WWW.MUBI.COM            NEW YORK,179.00
