Fecha,Fecha de Compra,Descripción,Importe
27 Jul 2025,27 Jul 2025,EL PALACIO DE HIERRO DU MEXICO,3166.56
27 Jul 2025,29 Jul 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,395.00
27 Jul 2025,28 Jul 2025,REST PAST FICELLE       CIUDAD DE MEX,626.75
27 Jul 2025,28 Jul 2025,UBER EATS               HTTPS://HELP.UB,1456.00
26 Jul 2025,26 Jul 2025,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00
26 Jul 2025,27 Jul 2025,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,745.20
26 Jul 2025,27 Jul 2025,EL PALACIO DE HIERRO DU MEXICO,3800.00
26 Jul 2025,27 Jul 2025,HOTEL MAISON MEX ROMA 0 CIUDAD DE MEX,621.00
26 Jul 2025,27 Jul 2025,ROJO BISTROT            CIUDAD DE MEX,1452.00
26 Jul 2025,26 Jul 2025,UBER EATS               HTTPS://HELP.UB,1240.94
25 Jul 2025,26 Jul 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,337.30
25 Jul 2025,25 Jul 2025,AMAZON MX*EBOOKS MX     MEXICO CITY,249.00
25 Jul 2025,26 Jul 2025,MERCADOPAGO*GONZALITOS  Cuauht?moc,416.90
24 Jul 2025,25 Jul 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,556.46
24 Jul 2025,25 Jul 2025,BILLPOCKET*CAFE V 8DF0A CUAUHTEMOC,1500.00
24 Jul 2025,25 Jul 2025,MERCADOPAGO*GONZALITOS  Cuauht?moc,345.40
23 Jul 2025,24 Jul 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,299.00
23 Jul 2025,24 Jul 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,639.92
23 Jul 2025,24 Jul 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,799.00
23 Jul 2025,23 Jul 2025,APPLE.COM/BILL          CUPERTINO,17.00
23 Jul 2025,23 Jul 2025,APPLE.COM/BILL          CUPERTINO,119.00
23 Jul 2025,23 Jul 2025,APPLE.COM/BILL          CUPERTINO,129.00
23 Jul 2025,23 Jul 2025,APPLE.COM/BILL          CUPERTINO,357.00
23 Jul 2025,25 Jul 2025,GOOGLE *NEST            G.CO/HELPPAY#,150.00
23 Jul 2025,24 Jul 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00
23 Jul 2025,24 Jul 2025,LE PAIN QUOTIDIEN ROMA  MEXICO,323.40
23 Jul 2025,23 Jul 2025,PALACIODEHIERRO DURANGO MEXICO,4263.25
23 Jul 2025,24 Jul 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00
22 Jul 2025,23 Jul 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,1299.00
22 Jul 2025,23 Jul 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,198.00
